YearsExperience,EducationLevel,JobRole,Salary
23,Bachelor,Software Engineer,104561
27,Master,Software Engineer,144582
25,PhD,Software Engineer,129026
14,Master,Manager,96250
23,PhD,Analyst,122462
5,Master,Software Engineer,61122
23,Master,Software Engineer,119425
7,PhD,Software Engineer,82578
0,PhD,Analyst,63090
30,Bachelor,Manager,142909
29,PhD,Manager,159086
15,Bachelor,Manager,95229
8,PhD,Manager,85694
19,Bachelor,Data Scientist,103202
3,Master,Analyst,52331
23,Bachelor,Data Scientist,120355
23,PhD,Manager,145362
20,Master,HR,104363
8,Master,Manager,79324
5,Master,Analyst,57860
21,Bachelor,Manager,102760
19,Bachelor,Analyst,95595
4,Bachelor,Software Engineer,53366
10,PhD,HR,83256
18,PhD,Software Engineer,109171
26,Master,Analyst,120355
26,Bachelor,Software Engineer,124430
23,PhD,Data Scientist,134779
21,Bachelor,Manager,108323
18,PhD,Data Scientist,119853
11,Bachelor,Manager,84904
12,PhD,HR,91489
29,Bachelor,Data Scientist,134056
20,Bachelor,Manager,110696
9,Master,Software Engineer,73419
5,PhD,Manager,91764
6,Bachelor,Analyst,56013
6,Master,HR,52584
9,PhD,HR,77056
1,Bachelor,Software Engineer,36598
21,Bachelor,Software Engineer,106434
6,Bachelor,Manager,70781
0,Master,HR,37408
2,PhD,Analyst,53345
30,PhD,HR,146650
30,Bachelor,Data Scientist,133431
29,Bachelor,Analyst,119434
17,Bachelor,Analyst,93855
29,Master,Manager,150933
14,PhD,Analyst,89658
24,Master,Analyst,110660
0,Bachelor,Analyst,36410
26,PhD,HR,124213
2,Bachelor,Software Engineer,49892
16,PhD,Data Scientist,110326
28,Bachelor,Software Engineer,127906
13,Master,Analyst,93963
14,Bachelor,Manager,87228
25,Bachelor,Data Scientist,115200
12,Master,HR,67585
0,Bachelor,HR,35233
5,Master,Software Engineer,62398
19,Master,HR,97916
5,Master,Manager,69818
25,PhD,HR,118933
24,Master,Analyst,113946
25,PhD,Software Engineer,134727
19,PhD,HR,105296
13,Master,Manager,94711
26,Master,Manager,136460
15,Master,Analyst,79460
16,Master,Analyst,80847
30,Master,Software Engineer,140685
15,PhD,HR,99481
28,Bachelor,HR,114590
30,PhD,Software Engineer,144089
19,PhD,Data Scientist,116053
22,PhD,Data Scientist,140471
20,PhD,Manager,127389
6,Master,Manager,86235
9,Master,Data Scientist,83965
27,PhD,Manager,155429
14,Master,Manager,101416
5,Bachelor,Software Engineer,63608
8,PhD,Software Engineer,86064
15,PhD,Software Engineer,109786
10,Bachelor,HR,55982
8,PhD,Software Engineer,85157
21,Bachelor,HR,86921
16,Bachelor,Analyst,87177
10,Master,Analyst,75312
7,Bachelor,HR,35876
25,Master,Data Scientist,135482
2,Master,HR,53296
0,Bachelor,Manager,54793
12,Master,Analyst,76351
25,Master,Data Scientist,127330
7,Master,Analyst,65376
9,Bachelor,HR,51424
2,Bachelor,HR,37031
22,Master,Manager,120141
1,Master,Software Engineer,49286
18,Bachelor,Software Engineer,92371
29,Bachelor,Analyst,117240
18,PhD,Analyst,110396
4,PhD,HR,65383
4,Master,Manager,78573
19,PhD,Software Engineer,113663
18,Bachelor,Data Scientist,101661
16,Master,Manager,114259
24,Master,Analyst,121255
15,PhD,HR,102224
22,Master,HR,104196
28,Master,Software Engineer,130946
13,Master,Manager,100821
13,Master,Manager,113384
6,PhD,HR,76701
5,Master,Software Engineer,55797
24,Master,HR,111165
21,Bachelor,Analyst,107850
15,Bachelor,Manager,101627
19,Bachelor,Manager,104144
13,Bachelor,HR,71573
19,PhD,Software Engineer,118474
28,Master,Manager,141826
6,PhD,Analyst,72380
18,Master,Manager,112453
29,PhD,Analyst,147359
27,Master,Data Scientist,140632
14,Bachelor,Data Scientist,82972
4,Master,Analyst,53458
19,Bachelor,Manager,105929
5,PhD,HR,58074
25,Bachelor,Software Engineer,115377
1,PhD,Manager,71726
11,Master,Data Scientist,96683
29,Master,Analyst,134874
26,PhD,Software Engineer,136726
6,PhD,Software Engineer,73036
30,Master,HR,141813
10,PhD,HR,87654
24,PhD,Manager,133322
27,PhD,Software Engineer,136110
13,PhD,HR,82573
17,Bachelor,Manager,97232
27,Bachelor,Software Engineer,117777
21,PhD,Software Engineer,122195
17,Master,Analyst,91771
29,Bachelor,Data Scientist,129348
29,Bachelor,HR,108862
29,PhD,Analyst,141948
2,Bachelor,Analyst,38323
29,Master,Software Engineer,132862
30,Bachelor,Software Engineer,127423
9,Master,Manager,86646
28,Bachelor,HR,111035
16,Master,Software Engineer,91806
24,Master,Software Engineer,118166
10,Master,Data Scientist,79037
19,Master,HR,103533
28,PhD,Analyst,133633
0,Master,Software Engineer,53701
17,Master,Software Engineer,95009
9,Bachelor,Software Engineer,59950
16,Master,Analyst,94836
12,Master,Data Scientist,83558
15,Master,Data Scientist,103306
9,PhD,Manager,97681
9,Master,Manager,78115
25,Master,Analyst,116173
20,Bachelor,Data Scientist,109183
12,Master,Data Scientist,93676
3,PhD,Manager,72474
6,PhD,Analyst,70209
23,Master,Manager,126789
19,Bachelor,Manager,101933
18,Bachelor,Data Scientist,97411
23,Master,Manager,132897
11,Master,HR,70473
14,Master,Data Scientist,99673
4,PhD,Software Engineer,76663
2,Master,Analyst,49096
18,Bachelor,Software Engineer,100314
2,Bachelor,HR,36099
3,Bachelor,Manager,55923
2,PhD,Software Engineer,73852
10,PhD,Manager,104684
28,Bachelor,Manager,139678
12,Master,Data Scientist,90977
20,PhD,Data Scientist,127738
16,Bachelor,Analyst,87095
14,PhD,Analyst,93338
22,Master,Analyst,110204
13,Master,Data Scientist,90102
24,Master,Analyst,118462
6,Master,Manager,71502
5,Bachelor,Analyst,41904
30,PhD,Manager,157365
4,Master,Analyst,65636
12,PhD,Software Engineer,85763
15,Bachelor,Software Engineer,79646
17,Master,HR,89815
10,PhD,Data Scientist,95719
3,Master,Software Engineer,59619
29,Bachelor,Software Engineer,115298
13,Master,Analyst,79424
16,Master,Data Scientist,102125
21,PhD,Data Scientist,128132
14,Master,Software Engineer,94073
1,PhD,Analyst,53501
5,PhD,HR,59442
2,Master,Analyst,50411
27,Master,Data Scientist,130067
15,Bachelor,Analyst,82968
20,Master,Manager,123159
25,Master,Analyst,120548
20,PhD,Software Engineer,111143
10,Bachelor,HR,56198
16,Master,Manager,107213
18,Bachelor,Software Engineer,101960
10,PhD,Manager,104519
2,PhD,Analyst,59089
27,PhD,Analyst,134587
19,PhD,Data Scientist,118856
3,PhD,Analyst,67503
24,Master,Manager,130939
3,Bachelor,Analyst,51773
6,Master,HR,58348
1,Bachelor,HR,26599
26,Bachelor,Analyst,113963
23,PhD,Manager,140063
28,Master,Analyst,127194
4,PhD,Manager,82662
30,PhD,HR,134987
22,Master,Software Engineer,116949
21,PhD,Data Scientist,122510
15,Master,Analyst,83353
15,Bachelor,Software Engineer,78099
1,PhD,Manager,68915
3,Master,Data Scientist,56696
13,Master,Data Scientist,85184
9,Master,Analyst,74850
15,Master,Analyst,89581
7,Bachelor,Analyst,53976
5,Master,Analyst,54700
28,Master,Data Scientist,135817
18,Bachelor,Data Scientist,97225
26,Bachelor,Manager,124027
10,Bachelor,HR,62992
15,Bachelor,HR,75623
6,Master,Manager,73631
21,Master,Software Engineer,108884
23,PhD,Analyst,120057
10,Bachelor,HR,59844
12,Bachelor,Software Engineer,73725
13,PhD,Software Engineer,103833
7,Master,Analyst,71667
12,Master,Data Scientist,93255
1,Bachelor,Software Engineer,46012
12,Bachelor,Software Engineer,72019
27,Bachelor,Software Engineer,118603
24,PhD,Manager,149924
16,Bachelor,HR,75998
5,Master,Data Scientist,75499
19,PhD,HR,94695
7,Bachelor,Software Engineer,68207
19,Master,HR,94309
21,Bachelor,Manager,121994
10,Bachelor,HR,56822
25,PhD,Data Scientist,143586
8,Bachelor,Manager,78828
25,Bachelor,Software Engineer,123255
5,Master,Software Engineer,68896
18,Bachelor,Manager,105102
24,Master,HR,114930
2,Bachelor,HR,36749
4,Bachelor,Analyst,51641
19,Master,Software Engineer,110780
23,Bachelor,Analyst,94837
30,Bachelor,Manager,145229
12,PhD,Manager,108404
6,PhD,HR,66845
11,Bachelor,Data Scientist,74480
20,PhD,Analyst,107231
6,Bachelor,Manager,69156
3,Master,Software Engineer,55679
6,Bachelor,Software Engineer,60030
26,Master,Data Scientist,131448
14,PhD,Analyst,102462
18,Master,Analyst,104753
19,PhD,Software Engineer,114445
26,Bachelor,Software Engineer,123595
21,Master,Manager,127069
9,Master,Analyst,66486
14,Master,Analyst,85596
3,Master,Analyst,56670
7,PhD,HR,67924
5,Bachelor,Manager,59808
18,Master,Software Engineer,110470
29,Master,Data Scientist,139053
12,PhD,HR,84910
1,PhD,Manager,78555
15,Master,Manager,98397
11,PhD,Software Engineer,95305
15,PhD,Data Scientist,112711
11,Master,Software Engineer,78946
18,Bachelor,Data Scientist,101032
25,Master,Data Scientist,128087
0,Bachelor,Analyst,30994
27,Master,Analyst,133354
10,Bachelor,Analyst,64346
26,Master,Software Engineer,123650
1,Bachelor,Manager,51108
13,Bachelor,Data Scientist,90089
15,Master,Data Scientist,99791
27,Master,Analyst,130141
3,Bachelor,Data Scientist,49632
2,Master,HR,48416
4,Bachelor,HR,36755
18,PhD,Software Engineer,124770
10,Bachelor,Analyst,63696
5,Master,Software Engineer,59496
28,PhD,Analyst,134345
0,Bachelor,Software Engineer,35055
24,PhD,Data Scientist,137498
16,Master,Data Scientist,105936
2,Bachelor,Analyst,41707
21,Master,HR,98958
26,PhD,Manager,150254
2,Master,Manager,66533
16,Master,HR,98288
12,Bachelor,Analyst,75247
16,Bachelor,Software Engineer,88775
18,Master,Manager,110730
9,PhD,Data Scientist,85029
12,Master,HR,82263
20,Bachelor,Manager,120620
7,Bachelor,Data Scientist,69387
3,PhD,HR,53402
20,PhD,Data Scientist,126959
10,Master,Software Engineer,79577
24,Bachelor,Manager,127096
7,PhD,Manager,82511
25,Master,Data Scientist,130005
0,Bachelor,Software Engineer,48623
10,Master,Data Scientist,87033
1,Master,Manager,54342
19,Master,Data Scientist,118448
28,PhD,HR,125734
26,Master,Software Engineer,137449
29,Bachelor,Analyst,119888
14,PhD,Analyst,102285
9,Bachelor,Manager,72473
20,Master,Analyst,100562
10,Master,Analyst,77311
5,Master,Data Scientist,63995
2,PhD,Analyst,55623
8,PhD,HR,76692
13,PhD,Manager,102146
15,Bachelor,HR,75735
29,PhD,Manager,158472
30,PhD,Software Engineer,148687
15,Master,Software Engineer,102087
9,Master,HR,65376
26,PhD,Software Engineer,137832
8,Bachelor,Data Scientist,72672
21,PhD,Manager,122920
24,Master,Data Scientist,131566
15,Bachelor,HR,74584
2,Master,Data Scientist,52644
12,PhD,HR,79997
25,PhD,HR,119877
17,Master,Analyst,91756
4,Master,HR,52094
22,Bachelor,HR,101565
18,Master,Software Engineer,100066
30,PhD,Software Engineer,153855
26,Bachelor,HR,108853
11,Master,Analyst,75014
18,Bachelor,HR,78194
7,PhD,Data Scientist,78761
16,PhD,Software Engineer,107427
12,PhD,Data Scientist,94508
23,Master,Data Scientist,121525
8,Master,HR,68716
10,PhD,Analyst,84841
15,Master,Software Engineer,92371
11,PhD,Manager,102360
10,PhD,Data Scientist,96281
7,Bachelor,Analyst,51933
13,Master,HR,81985
6,Master,Analyst,60498
29,Bachelor,Manager,142048
25,PhD,Analyst,126502
12,Master,Manager,95509
1,Bachelor,Manager,51710
2,Bachelor,Analyst,46892
9,Bachelor,Analyst,66032
15,PhD,Analyst,97384
9,PhD,Software Engineer,90232
30,Bachelor,Analyst,124791
7,Bachelor,Manager,69865
17,Bachelor,Data Scientist,98767
4,PhD,HR,54052
7,Bachelor,Data Scientist,65385
9,Master,Analyst,67246
3,Master,Software Engineer,60815
22,PhD,Manager,137919
11,Bachelor,Data Scientist,75504
20,Bachelor,Data Scientist,101606
16,PhD,HR,104498
1,Master,HR,38967
7,Bachelor,Analyst,66368
9,Bachelor,Analyst,63453
13,PhD,Software Engineer,92171
15,PhD,Manager,108942
16,PhD,HR,99407
14,Bachelor,Data Scientist,79188
5,Bachelor,HR,39502
27,Bachelor,Data Scientist,125067
11,Master,Software Engineer,78046
11,Master,Data Scientist,87914
27,Bachelor,HR,118106
10,Bachelor,HR,59963
9,PhD,Data Scientist,94692
2,Bachelor,Analyst,41005
17,Master,Analyst,105744
10,PhD,HR,78575
23,Bachelor,Manager,119551
14,PhD,Software Engineer,109923
29,PhD,Analyst,133610
18,Master,Data Scientist,111823
9,Bachelor,Software Engineer,67848
20,Master,Analyst,100610
27,PhD,Analyst,143528
19,PhD,Data Scientist,122707
18,Bachelor,Manager,104630
9,Master,Software Engineer,69086
3,PhD,Software Engineer,71315
1,Bachelor,Software Engineer,36402
3,Master,Data Scientist,60577
23,Master,Analyst,114781
10,Bachelor,HR,56918
19,Master,Data Scientist,120238
25,Master,Manager,131610
30,Master,Data Scientist,153558
9,PhD,Manager,99084
29,Bachelor,HR,116852
22,Bachelor,Manager,118882
21,Bachelor,Analyst,95030
29,PhD,Data Scientist,155421
14,Master,Manager,102327
24,PhD,Software Engineer,131612
2,Bachelor,HR,46776
6,PhD,Data Scientist,81039
18,Master,Manager,114474
21,Bachelor,Data Scientist,109547
20,Bachelor,Manager,104159
19,Bachelor,Manager,97514
7,PhD,Software Engineer,76011
17,Bachelor,Manager,96736
6,PhD,HR,68607
5,Bachelor,Data Scientist,57878
29,Bachelor,Analyst,116925
19,PhD,Manager,128351
24,Master,Data Scientist,120921
12,Master,Software Engineer,95325
25,Bachelor,Data Scientist,118930
30,PhD,Analyst,145980
3,PhD,Data Scientist,71867
13,Bachelor,Analyst,74455
28,Master,Data Scientist,133166
30,PhD,Data Scientist,152278
5,Bachelor,Analyst,50359
6,Bachelor,Software Engineer,61846
17,Master,Data Scientist,108673
24,PhD,Software Engineer,124107
3,Bachelor,HR,29685
6,PhD,Data Scientist,76194
12,PhD,Software Engineer,99110
19,PhD,Analyst,102637
2,Bachelor,Software Engineer,35801
12,Master,Analyst,84092
2,PhD,Data Scientist,67666
4,Master,Analyst,50066
28,Bachelor,Data Scientist,128245
13,PhD,Analyst,88420
10,Master,HR,74941
11,PhD,Analyst,90789
19,Master,Software Engineer,109007
4,Bachelor,Software Engineer,47546
19,Master,Data Scientist,115685
6,PhD,Analyst,71917
11,Master,Data Scientist,83438
15,Bachelor,Manager,105219
9,PhD,Data Scientist,87168
30,PhD,Manager,164161
22,Master,HR,109570
4,Master,HR,54561
18,PhD,Software Engineer,119529
30,Master,Manager,149835
2,Bachelor,Data Scientist,51592
27,PhD,Software Engineer,155216
6,PhD,Data Scientist,70969
17,PhD,HR,94812
8,PhD,Analyst,73291
16,Master,Data Scientist,104690
5,Bachelor,HR,41048
26,Master,Software Engineer,127697
24,Bachelor,Software Engineer,107893
19,Master,Manager,117785
20,Master,Data Scientist,117172
15,Master,Software Engineer,85529
21,PhD,Data Scientist,122986
23,PhD,Software Engineer,121310
25,Master,Software Engineer,126872
26,Master,Software Engineer,125528
4,Master,Software Engineer,61253
23,Master,Software Engineer,119188
25,PhD,Data Scientist,145108
1,Bachelor,Manager,52620
28,PhD,Analyst,141674
7,Master,Analyst,63425
13,Bachelor,HR,72474
2,PhD,Software Engineer,64893
19,PhD,Data Scientist,120125
0,Master,Analyst,46092
27,PhD,Manager,152951
27,Master,Data Scientist,144688
28,Master,Data Scientist,140305
26,PhD,HR,127330
2,PhD,Data Scientist,71056
28,Master,Data Scientist,134160
22,PhD,Manager,134147
27,PhD,Data Scientist,149560
7,Bachelor,Data Scientist,64041
16,Master,Data Scientist,94848
13,PhD,Software Engineer,112653
2,Master,Software Engineer,57742
2,Bachelor,Data Scientist,55485
25,PhD,HR,118613
2,Bachelor,Manager,57095
9,Bachelor,HR,55500
11,Master,HR,69107
24,Bachelor,Manager,122699
0,PhD,Data Scientist,58060
17,Bachelor,Data Scientist,94478
19,Bachelor,Manager,107918
22,Master,Manager,127870
26,Bachelor,Data Scientist,123047
0,Master,Software Engineer,47527
6,PhD,Data Scientist,77520
11,Bachelor,Software Engineer,77882
25,Bachelor,Software Engineer,115012
5,Master,Manager,77301
10,Bachelor,HR,52235
2,PhD,Manager,84124
0,Master,HR,39952
1,Master,HR,30097
2,PhD,Data Scientist,61118
23,Master,Data Scientist,118335
23,Master,Software Engineer,123979
14,Master,Manager,101933
12,Bachelor,Software Engineer,77982
14,Master,Analyst,89815
15,Bachelor,Analyst,93175
17,PhD,Analyst,109287
19,Master,Analyst,116453
3,Master,Manager,66660
18,PhD,Manager,118719
6,Master,Analyst,67855
8,PhD,Software Engineer,80767
25,Master,Manager,133566
2,PhD,HR,42857
9,Bachelor,HR,51120
15,PhD,Data Scientist,111517
15,Bachelor,HR,80853
5,PhD,Analyst,73365
11,Bachelor,Analyst,56752
25,PhD,Manager,142202
17,Master,Analyst,100314
13,PhD,HR,84670
17,PhD,Analyst,109782
22,PhD,Software Engineer,116931
16,Bachelor,Analyst,79360
15,Master,Analyst,93122
20,Bachelor,Manager,109124
13,Bachelor,Software Engineer,77406
17,PhD,Data Scientist,114032
5,Bachelor,Manager,65495
27,Bachelor,Data Scientist,127452
19,Master,HR,97352
12,Master,HR,72126
9,PhD,Analyst,87577
3,Master,Software Engineer,56717
8,Master,Analyst,73759
26,Master,Software Engineer,129274
29,Bachelor,Analyst,128044
15,Master,Manager,113845
9,PhD,HR,77777
17,Master,Data Scientist,107091
28,PhD,HR,121484
30,Master,Software Engineer,138657
3,PhD,Analyst,63607
26,PhD,Software Engineer,137255
17,PhD,HR,104803
27,Master,Manager,155682
22,Bachelor,Analyst,107162
25,PhD,Analyst,134379
8,PhD,Analyst,79642
8,Master,HR,66348
7,PhD,Data Scientist,82860
15,Master,HR,77039
5,PhD,Manager,78185
9,Master,Data Scientist,81711
30,Master,HR,139366
2,Bachelor,HR,36553
11,Master,HR,71121
23,PhD,HR,120602
22,Master,Data Scientist,114715
9,Bachelor,Analyst,62622
26,Master,Data Scientist,138428
14,PhD,HR,88723
18,PhD,Manager,122727
19,PhD,Software Engineer,117312
24,PhD,HR,128016
8,Bachelor,Software Engineer,64616
14,Master,Analyst,76976
3,Bachelor,Data Scientist,55528
20,Master,Manager,123893
28,PhD,Analyst,136730
10,Bachelor,Manager,82654
25,Bachelor,Data Scientist,135284
30,Bachelor,HR,127072
26,Bachelor,Manager,122865
19,Master,Software Engineer,98277
8,PhD,Manager,99162
10,Master,Manager,85635
5,Master,HR,58331
15,Master,Software Engineer,94851
13,Bachelor,Manager,74629
21,PhD,Data Scientist,129721
12,Master,Data Scientist,81002
23,Master,Analyst,120859
19,PhD,Data Scientist,120007
11,Master,HR,65221
27,PhD,Analyst,139850
10,PhD,HR,80613
20,PhD,Software Engineer,118424
14,PhD,Manager,118466
6,Master,Manager,67225
2,PhD,Software Engineer,57244
16,PhD,Manager,113872
6,PhD,Software Engineer,79907
19,PhD,Data Scientist,127952
28,Bachelor,HR,111673
19,PhD,Software Engineer,116561
15,PhD,Software Engineer,92059
2,Master,Software Engineer,59401
28,Bachelor,Data Scientist,127559
7,Bachelor,Data Scientist,66254
23,PhD,HR,115402
21,Bachelor,Data Scientist,111135
14,Master,Software Engineer,95897
14,Master,Data Scientist,98479
13,PhD,Manager,110386
14,Bachelor,Manager,95650
9,Bachelor,Software Engineer,64357
0,Master,HR,36502
0,PhD,Manager,73909
17,PhD,Software Engineer,111174
18,PhD,Analyst,112522
28,Master,Data Scientist,148086
16,Master,HR,89275
24,Master,Analyst,105713
5,PhD,Data Scientist,76774
26,PhD,Manager,146459
15,PhD,Software Engineer,102489
3,PhD,Data Scientist,73922
19,Bachelor,Data Scientist,101837
3,Master,Software Engineer,59985
24,Bachelor,HR,100885
27,Bachelor,Data Scientist,125627
10,Bachelor,Software Engineer,71884
3,PhD,HR,56017
29,Master,Manager,143998
17,PhD,Analyst,104102
20,Master,Data Scientist,115700
0,PhD,Data Scientist,68388
29,Master,Manager,142591
12,Bachelor,Software Engineer,66567
5,PhD,HR,55595
30,Bachelor,Analyst,132350
28,Bachelor,HR,109227
28,PhD,Analyst,141888
2,Master,HR,49375
28,Master,Analyst,140800
15,Master,Data Scientist,97180
21,Master,Analyst,116256
15,PhD,Analyst,102877
8,Bachelor,Manager,73609
20,Master,HR,99766
18,Bachelor,Data Scientist,90296
10,Master,Software Engineer,83001
5,Bachelor,Analyst,48552
18,Master,Software Engineer,104381
3,Bachelor,Software Engineer,43038
16,Bachelor,Data Scientist,84536
1,Bachelor,HR,46230
17,Bachelor,Analyst,82240
4,Master,Manager,72472
18,Bachelor,Data Scientist,99224
6,PhD,Analyst,67208
14,Bachelor,Manager,86413
9,Master,Manager,83621
3,Master,Data Scientist,67147
21,PhD,Data Scientist,125728
19,Master,Analyst,92666
9,Bachelor,Manager,74721
0,Master,Manager,69499
16,Bachelor,Manager,99635
21,PhD,HR,102791
28,Master,HR,125296
4,PhD,Data Scientist,77718
16,PhD,Software Engineer,103580
1,PhD,Software Engineer,69887
29,Master,Manager,156480
27,Master,Software Engineer,144035
26,Bachelor,HR,109079
10,Bachelor,HR,61190
0,Master,Manager,61931
8,PhD,Manager,86333
28,Bachelor,Manager,131165
2,Bachelor,Software Engineer,54637
15,Master,HR,81057
15,PhD,Manager,126486
30,Bachelor,Manager,138242
26,PhD,Analyst,131053
14,Master,Software Engineer,88451
25,Bachelor,Analyst,109700
17,Bachelor,Analyst,84523
26,Bachelor,Manager,125302
7,PhD,Manager,92996
1,Bachelor,Data Scientist,46035
14,PhD,HR,91563
11,Master,Software Engineer,87388
5,PhD,Data Scientist,79936
7,PhD,Manager,102322
5,PhD,Data Scientist,82184
17,Bachelor,Manager,109653
1,Bachelor,Analyst,38998
28,Bachelor,Analyst,118927
22,Master,HR,108995
0,Master,HR,43639
4,Bachelor,Software Engineer,45735
